,probing dataset,linguistic subfield,linguistic phenomena,probe type,train portion,probe,EleutherAI/pythia-1b,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b-deduped,EleutherAI/pythia-12b,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-160m,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b-deduped,EleutherAI/pythia-70m,EleutherAI/pythia-70m-deduped,albert-base-v2,bert-base-uncased,google/electra-base-discriminator,google/flan-t5-xxl,google/flan-t5-large,google/flan-t5-xl,google/flan-t5-base,google/flan-t5-small,google/flan-ul2,google/t5-small-lm-adapt,google/t5-base-lm-adapt,google/t5-large-lm-adapt,google/t5-xl-lm-adapt,google/t5-xxl-lm-adapt,google/ul2,gpt2,facebook/bart-base,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-hf,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,microsoft/deberta-base,microsoft/deberta-v3-base,roberta-base,allenai/tulu-2-dpo-13b,allenai/tulu-2-13b,allenai/tulu-2-70b,allenai/tulu-2-dpo-70b,microsoft/Orca-2-13b,lmsys/vicuna-13b-v1.5,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,databricks/dolly-v2-12b,WizardLM/WizardLM-13B-V1.2,ibm/merlinite-7b,ibm/labradorite-13b,allenai/tk-instruct-11b-def,sentence-transformers/average_word_embeddings_glove.840B.300d,sentence-transformers/average_word_embeddings_glove.6B.300d
36,blimp-wh_island,syntax,island effects,sentence classification,1,blimp-wh_island,0.996499944,0.994999886,0.992999649,0.99199996,0.99399991,0.996999884,0.333333343,0.333333343,0.995999932,0.991999936,0.994499612,0.99299984,0.995499945,0.996999955,0.333333343,0.333333343,1,0.989999008,0.997499943,0.992999852,0.972479224,0.987499297,0.987997544,0.9624493,0.987999177,0.955885626,0.982994998,0.938446403,0.979995489,0.983495164,0.980999017,0.995999908,1,0.990499747,0.981497812,0.987998891,0.984496129,0.989999843,0.989499116,0.997499895,0.992498732,0.98374778,0.987998331,0.988499081,0.986495972,0.986997342,0.985999298,0.988999546,0.997499967,0.989499247,0.997499895,0.991499805,0.992499685,0.994999802,0.972495568,0.498744684,0.498938948
49,blimp-wh_questions_object_gap,syntax,filler gap,sentence classification,1,blimp-wh_questions_object_gap,0.995999932,1,0.996999705,0.997499943,0.994499826,0.993999839,0.333333343,0.337530273,0.997499943,0.997499943,0.998999977,0.998999977,0.995999742,0.997999954,0.333333343,0.333333343,0.992499948,0.97398752,0.978999722,0.986499441,0.979499984,0.979497695,0.985499179,0.993499994,0.979498458,0.98549962,0.988999462,0.939965272,0.977993608,0.970488703,0.974492776,0.996999955,0.999499989,0.997999954,0.994999659,0.997499967,0.997999954,0.993999791,0.997999978,0.992999637,0.978996992,0.977995658,0.997499943,0.997499943,0.996999931,0.997499943,0.998499966,0.998999977,0.999499989,1,0.996499872,0.998999977,0.995499587,0.997499943,0.90189935,0.665956879,0.498896825
33,blimp-wh_questions_subject_gap,syntax,filler gap,sentence classification,1,blimp-wh_questions_subject_gap,0.995999861,0.995499849,0.994999886,0.997499943,0.998999977,0.997499943,0.333333343,0.333333343,0.997999978,0.996999955,0.995999932,0.998499966,0.995999885,0.996499753,0.333333343,0.35008601,0.99849999,0.99399991,0.984497917,0.997499943,0.987998021,0.984499335,1,0.991249859,0.993499947,0.972496116,0.99099915,0.971997058,0.997999954,0.992999232,0.991499829,0.995499921,1,0.998999977,0.999499989,0.998499966,0.996499753,0.996999955,0.997499943,0.99649992,0.982998693,0.993999767,0.999499989,0.999499989,0.998499966,0.997999907,1,1,0.997999954,0.997999954,0.998999977,1,0.998499918,1,0.94299531,0.496063662,0.498130631
40,blimp-wh_questions_subject_gap_long_distance,syntax,filler gap,sentence classification,1,blimp-wh_questions_subject_gap_long_distance,0.998499966,0.998749971,0.996499968,0.997999954,0.999499989,0.999499989,0.333333343,0.363408524,1,1,0.991998982,0.992999911,0.998499966,1,0.333333343,0.333333343,0.995999956,0.972477806,0.982494593,0.995000005,0.962989259,0.991499972,0.962989259,0.963493323,0.997499943,0.95445137,0.975998604,0.933441854,0.994999886,0.989998937,0.990999842,0.998499966,0.997499943,0.997499943,0.998999977,1,0.999499989,0.997499967,0.995999861,0.994499969,0.984499454,0.967990351,0.996499872,0.998499966,0.996999884,0.991998827,0.998499966,0.99849999,0.998999977,0.994999933,1,0.996499872,0.999499989,0.998999977,0.940481699,0.499343061,0.497743511
38,blimp-wh_vs_that_no_gap,syntax,filler gap,sentence classification,1,blimp-wh_vs_that_no_gap,0.99649992,0.999499989,0.998999977,1,1,0.999499989,0.358722824,0.347914201,1,1,0.997999954,0.998499966,0.999499989,0.998999977,0.333333343,0.333333343,0.997999907,0.988999462,0.983999872,0.991499877,0.976499581,0.987998223,0.985000014,0.994499564,0.995000005,0.988498175,0.997999954,0.954987836,0.994999886,0.993499875,0.984997571,0.998999977,1,0.999499989,0.997499967,0.996999931,0.996999955,0.998999977,0.998999977,0.995999956,0.985499811,0.991499972,0.997499973,0.996999955,0.997999954,0.997999954,1,0.999499989,1,0.998999977,1,1,0.996999884,0.995999908,0.970998025,0.49832986,0.495806956
34,blimp-wh_vs_that_no_gap_long_distance,syntax,filler gap,sentence classification,1,blimp-wh_vs_that_no_gap_long_distance,0.997499895,0.999499989,0.999499989,0.999499989,0.998499966,0.999000001,0.333333343,0.333333343,0.998499966,0.997999954,1,0.996499872,0.998499966,0.998999977,0.333333343,0.333333343,0.99000001,0.945978761,0.984497929,0.98999939,0.944995391,0.990999937,0.948484397,0.990999842,0.992499948,0.957998562,0.988999867,0.934497809,0.983998346,0.963495064,0.959499407,0.995999932,0.997499895,1,1,1,0.996999955,0.995499992,0.996499872,0.997499943,0.982499504,0.977914204,1,1,0.998999977,0.998999977,0.999499989,1,1,1,1,0.998999977,1,1,0.896935463,0.498447016,0.496736735
32,blimp-wh_vs_that_with_gap,syntax,filler gap,sentence classification,1,blimp-wh_vs_that_with_gap,0.993996847,0.998499966,0.995999324,0.998999977,0.998999977,0.998999977,0.333333343,0.343907773,0.998999977,0.997999978,0.998499966,1,1,1,0.334836382,0.333333343,0.998999977,0.98999964,1,0.997499943,0.955494547,0.980999565,0.975996816,0.990998924,0.995000005,0.986499774,0.987999821,0.952995658,0.992499924,0.99599998,0.984999514,0.997999954,0.999499989,1,0.998999977,0.999499989,0.998499918,0.996499872,0.997499776,0.998999977,0.988999915,1,1,1,1,1,1,0.997499776,1,0.999499989,1,0.999499989,0.998999977,1,0.970989418,0.498455071,0.498539257
31,blimp-wh_vs_that_with_gap_long_distance,syntax,filler gap,sentence classification,1,blimp-wh_vs_that_with_gap_long_distance,0.999499989,0.998499966,0.997999954,0.998499966,0.99849999,0.997499943,0.333333343,0.333333343,0.998999977,0.999499989,0.99249866,0.997499943,0.997499943,0.996499753,0.333333343,0.333333343,0.988747865,0.983999896,0.974497938,0.984998524,0.957495332,0.965995717,0.985997188,0.991499925,0.991999888,0.980496395,0.996999931,0.947498858,0.99499979,0.990999842,0.978493774,0.999499989,1,0.996999955,0.998499966,0.998999977,0.998499918,1,0.997999954,1,0.984995878,0.983496737,0.998499966,1,0.99849999,0.998999977,1,1,1,0.999499989,0.994499612,0.99749999,0.998999977,0.998999977,0.927373624,0.496413231,0.498220599
159,bridging-edge,discourse,bridging,token(s) pair classification,1,bridging-edge,0.688683867,0.710547066,0.676691628,0.680335259,0.697615075,0.69615835,0.400000006,0.400000006,0.698585391,0.698513401,0.675025809,0.680614686,0.69722352,0.694472337,0.400000006,0.400000006,0.706499791,0.70561465,0.710554576,0.732757854,0.703626585,0.73002497,0.736766291,0.703528404,0.735022855,0.712527704,0.717814159,0.720489907,0.707760262,0.711105335,0.742698491,0.689866769,0.682605934,0.704873383,0.706627202,0.69490124,0.687675261,0.683167708,0.691843522,0.721790481,0.694348587,0.692703497,0.503253603,0.485758495,0.423153889,0.413708442,0.705901122,0.701123619,0.417979729,0.41726253,0.723508322,0.719065249,0.401472676,0.704940236,0.727372456,0.633979166,0.600748897
205,bridging-sentence,discourse,bridging,sentence classification,1,bridging-sentence,0.400000006,0.404065609,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.429740727,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.403918767,0.400491673,0.400491673,0.400000006,0.400000006,0.400000006,0.401122147,0.400637341,0.517819619,0.400000006,0.404473621,0.400491673,0.40588811,0.402355248,0.401443577,0.400000006,0.400000006,0.400000006,0.400000006,0.400491673,0.400000006,0.400491673,0.400000006,0.400000006,0.400000006
176,const,syntax,constituent parsing,token(s) classification,1,const,0.209170586,0.228611112,0.233822274,0.213417521,0.233168333,0.252486274,0.018127743,0.018127743,0.220073825,0.227469103,0.191928509,0.165949473,0.242439494,0.245100153,0.015801388,0.013061806,0.269669378,0.198858336,0.238884395,0.27778852,0.216757968,0.242958108,0.156664214,0.185849875,0.319654602,0.186776441,0.194465885,0.221406329,0.310280687,0.318794876,0.330078495,0.190202391,0.199075395,0.256678528,0.252449766,0.185750902,0.285613638,0.241297153,0.240637392,0.207762682,0.203150144,0.181749398,0.018607606,0.039286458,0.033373111,0.036777728,0.243455917,0.265020376,0.025731442,0.025487244,0.242378798,0.215881529,0.021394813,0.263699657,0.2594652,0.135498877,0.098519139
158,const_max_depth,syntax,constituent parsing,sentence classification,1,const_max_depth,0.819315565,0.819084847,0.792734265,0.831745744,0.793598151,0.769873583,0.682183373,0.697425219,0.76956116,0.787305713,0.838804412,0.833637142,0.772876036,0.744910526,0.680710852,0.623298717,0.900970995,0.880121911,0.905668342,0.938057053,0.912470937,0.924918091,0.912599683,0.910226345,0.934875429,0.912450087,0.917101502,0.914919055,0.923738456,0.932331216,0.933674109,0.871452677,0.902615011,0.83654598,0.84060967,0.753890932,0.7951828,0.750124526,0.81252358,0.885421443,0.889410186,0.903293478,0.832999432,0.839556479,0.874439955,0.73072561,0.849108815,0.834488475,0.554255913,0.523193878,0.685393858,0.857103121,0.498116106,0.835889471,0.912060654,0.578097379,0.456415832
130,const_node_length,syntax,constituent parsing,sentence classification,1,const_node_length,0.794298756,0.808674836,0.816141379,0.802373123,0.672539926,0.733668315,0.685742557,0.713647988,0.747849584,0.76937716,0.823044312,0.818717802,0.763490725,0.680994093,0.675248575,0.602074432,0.95085336,0.918295693,0.912721753,0.980900955,0.955101216,0.967827272,0.949831605,0.94863286,0.978708756,0.950466704,0.953866947,0.958817065,0.971353757,0.978889549,0.974259627,0.877073455,0.955330598,0.86655035,0.840030015,0.636395478,0.67395612,0.751745379,0.739181554,0.916681015,0.931552637,0.946716642,0.830451441,0.846192169,0.736102998,0.633540213,0.837372983,0.836948943,0.445896375,0.499219716,0.710691071,0.884232891,0.482273412,0.815663683,0.964226294,0.55059756,0.422627819
63,context-object_animacy,semantics,object animacy,sentence classification,1,context-object_animacy,0.993793654,1,0.998399365,0.995245531,0.998799467,0.997598958,0.338624328,0.338624328,0.99479425,0.997196603,0.988983142,0.992389369,0.987178671,0.999599719,0.338624328,0.336490858,0.998999476,0.958542061,1,0.998999286,0.996748596,0.996998429,0.994194603,0.99679749,0.998799133,1,0.998999357,0.994795585,0.992593205,0.986581194,0.997798419,1,0.998599315,0.998599052,1,0.999599719,1,0.995196533,0.994995773,0.994195342,0.997998595,0.985190606,0.998799109,0.999799871,0.998999333,0.999199486,1,0.999599743,0.999799871,0.998999208,1,1,0.999599743,0.999799871,0.997998595,0.701639569,0.712733877
135,context-object_gender,semantics,object gender,sentence classification,1,context-object_gender,0.844885337,0.895200562,0.881381202,0.861464751,0.808047783,0.944863725,0.343194449,0.323586661,0.828951132,0.828419912,0.725905776,0.6805242,0.940676367,0.887841272,0.326923078,0.305555552,0.804583216,0.68897121,0.796401024,0.962594795,0.780789566,0.948477507,0.851629531,0.808769989,0.950169051,0.764843285,0.845097136,0.833566093,0.946483755,0.973407602,0.944990289,0.802091849,0.85641557,0.821870267,0.752490604,0.745397723,0.849794137,0.775476742,0.793907917,0.881164455,0.837188756,0.816602468,0.828902352,0.834035635,0.764964962,0.75431695,0.771214128,0.860141611,0.836209691,0.800979531,0.806021059,0.925529742,0.791112185,0.782504892,0.954718196,0.701296711,0.720191014
115,context-object_number,syntax,object number,sentence classification,1,context-object_number,0.987943816,0.962376177,0.97129966,0.943618596,0.960671377,0.977292955,0.337781179,0.341061074,0.957162237,0.953039873,0.884981799,0.920639884,0.975059664,0.954475212,0.329525256,0.343045044,0.864765714,0.894638884,0.891790354,0.987148905,0.88145963,0.958949733,0.959343183,0.990357554,0.986342633,0.98754878,0.944147682,0.869378948,0.963808119,0.988344526,0.976283753,0.966507626,0.981303704,0.911050487,0.943221545,0.938652039,0.953619123,0.91029278,0.896259201,0.993165267,0.992965209,0.914397645,0.931534004,0.932754672,0.952427077,0.952010512,0.902346742,0.9505831,0.932726324,0.922659075,0.954779708,0.926879859,0.972251511,0.940418351,0.927687764,0.72965914,0.73774358
65,context-subject_animacy,semantics,subject animacy,sentence classification,1,context-subject_animacy,1,1,1,0.999799347,1,1,0.345549732,0.345549732,0.998394465,0.999799347,0.999398303,0.994363642,1,1,0.345549732,0.345549732,0.998996735,0.994378161,1,0.998996735,0.989952397,0.999598789,0.996588612,1,1,1,0.990769792,0.986963391,0.997591686,0.999598694,0.999398041,1,0.999598694,1,1,1,1,1,1,0.996190357,0.994583428,0.988763857,1,1,1,0.999749184,1,1,1,1,1,0.998795366,1,1,0.993574548,0.686644959,0.678450894
64,context-subject_gender,semantics,subject gender,sentence classification,1,context-subject_gender,0.986048412,0.968946886,0.957437134,0.96580404,0.955277669,0.998386264,0.313186824,0.321015781,0.937384033,0.939892173,0.961192131,0.939426255,0.962463975,0.972176468,0.313186824,0.321015781,0.939912081,0.921773767,0.753336573,0.938893461,0.85343262,0.864202762,0.899025261,0.809483957,0.960969281,0.766862488,0.825793135,0.718599367,0.876062727,0.960058486,0.946312201,0.998386717,0.91679678,0.979066002,0.978329706,0.959193981,0.928172231,0.97950536,0.976748145,0.995965052,0.794445324,0.839206862,0.983089781,0.986118519,0.98989352,0.988472784,0.896100008,0.966920304,0.975905943,0.978898108,0.969503033,0.773818719,0.96931088,0.971714294,0.854022515,0.685537457,0.708607042
73,context-subject_number,syntax,subject number,sentence classification,1,context-subject_number,0.99759016,0.995577025,0.9987957,0.994569647,0.997189438,0.999397898,0.330398822,0.330398822,0.988537312,0.991556835,0.998393822,0.987929344,0.996585667,0.997791123,0.335734284,0.330398822,0.985365355,0.968716836,0.972147143,0.985922337,0.876987803,0.96835742,0.987956643,0.948677337,0.995984554,0.908046079,0.947708249,0.894313323,0.963370049,0.993174064,0.997190094,0.967553365,0.999197197,0.997189188,0.997791576,0.994981408,0.982540715,0.986528885,0.988353229,0.994383442,0.980333591,0.969842947,0.995379591,0.995178688,0.990570462,0.989971638,0.943519402,0.997189248,0.984507918,0.990558028,0.995786202,0.942773819,0.996185493,0.994380403,0.976465988,0.731378317,0.73339479
133,context-verb_causative,syntax,deoncausative-inchoative alternation ,sentence classification,1,context-verb_causative,0.932236731,0.928465533,0.925539482,0.91837697,0.920339155,0.90994997,0.331550777,0.331900936,0.929536533,0.930925739,0.936256742,0.937580919,0.896637619,0.908863235,0.332973027,0.332973027,0.731357658,0.907141948,0.923169553,0.92793678,0.88248682,0.951797211,0.908591366,0.888106811,0.960576892,0.866401219,0.944599724,0.920177913,0.95879544,0.950364316,0.927199244,0.898954761,0.931784892,0.898875141,0.912041783,0.896191502,0.89881593,0.929061961,0.878642154,0.82349503,0.93925432,0.847672975,0.902002811,0.902196872,0.885266328,0.883070433,0.852121186,0.899461842,0.896261096,0.8857517,0.932532609,0.841212022,0.887939978,0.912716579,0.925598395,0.818148637,0.785241103
156,context-verb_dynamic,semantics,verb dynamic,sentence classification,1,context-verb_dynamic,0.740465713,0.717980921,0.692078209,0.673249006,0.752648139,0.801010394,0.334109348,0.336309418,0.753875577,0.771119392,0.65193336,0.663260293,0.765691257,0.800628388,0.334109348,0.332509297,0.672836989,0.873987257,0.885149586,0.866009057,0.773169923,0.872586942,0.851777518,0.752844787,0.854973483,0.742557645,0.785708082,0.786479938,0.828453398,0.859913039,0.844296515,0.672737408,0.785912335,0.759425914,0.781618917,0.701769447,0.729821038,0.732419169,0.72248615,0.776302373,0.815644574,0.811994982,0.780022824,0.777932262,0.738903916,0.739579391,0.731992352,0.7995193,0.727967298,0.668093872,0.756419456,0.740446031,0.765592027,0.782712686,0.815426493,0.711178875,0.709700108
97,context-verb_tense,semantics,tense,sentence classification,1,context-verb_tense,0.928772318,0.973711824,0.94638685,0.931650956,0.974547362,0.9881791,0.331335628,0.331335628,0.954992032,0.950788271,0.910103822,0.909762108,0.958559513,0.974983335,0.331335628,0.335069692,0.952339029,0.995590675,0.953359938,1,0.998998165,1,0.996593428,0.992983162,0.997996151,0.999398899,0.993785536,0.999398947,0.996191955,0.999198496,0.989576507,0.936380184,0.998398137,0.985986435,0.98399018,0.982184255,0.990783381,0.953388298,0.936476314,0.974338973,0.997795582,0.957188833,0.987382436,0.988984942,0.979783988,0.987174213,0.993992519,0.986382961,0.983751225,0.966792488,0.987579775,0.928340113,0.965124178,0.979375756,0.991177177,0.906369197,0.87369504
155,coref,discourse,coreference resolution,token(s) pair classification,1,coref,0.709218311,0.704755473,0.691797471,0.695356679,0.713897681,0.720278478,0.439244807,0.439244807,0.696057546,0.697338092,0.637002838,0.538736439,0.708760262,0.704587603,0.439244807,0.439244807,0.748192859,0.744112349,0.770027089,0.797616804,0.778118324,0.784412181,0.770743513,0.753922069,0.789885342,0.74454217,0.767419207,0.758527172,0.774649382,0.784639692,0.779765725,0.650172615,0.707613254,0.71230551,0.716866457,0.717300153,0.696091843,0.686746359,0.685977244,0.763754141,0.762365746,0.759411943,0.517268431,0.521602762,0.472537452,0.456043959,0.714284492,0.716587055,0.457561515,0.439847076,0.707792652,0.703780746,0.439840877,0.718929803,0.768588281,0.587132823,0.450542074
194,cwi,semantics,complex words,token(s) classification,1,cwi,0.601810431,0.604598343,0.602043927,0.599973845,0.609749043,0.613946629,0.486492068,0.486492068,0.59720161,0.603911002,0.593262577,0.595659554,0.616108203,0.618123245,0.486492068,0.486492068,0.486492068,0.486492068,0.590820408,0.61975199,0.587505138,0.606513596,0.486492068,0.486461729,0.607288611,0.486492068,0.591809678,0.591217506,0.604203343,0.619853842,0.620493734,0.612502849,0.614802492,0.605843484,0.605750215,0.595269275,0.596289849,0.597842264,0.595873487,0.612153661,0.510155928,0.600962174,0.486492068,0.486492068,0.486492068,0.487143052,0.613565004,0.61081413,0.490388012,0.490373719,0.595013154,0.6060197,0.492783928,0.603990364,0.60200901,0.609196866,0.62193507
138,dep,syntax,dependency parsing,token(s) pair classification,1,dep,0.314295626,0.308167779,0.27822699,0.268687373,0.29586044,0.304983222,0.010780921,0.014118781,0.280995971,0.283615702,0.270513642,0.21263817,0.285742939,0.307406348,0.003409518,0.003380073,0.426735783,0.360960233,0.420821357,0.500172442,0.404260451,0.436006606,0.355700338,0.369220126,0.440098548,0.367092633,0.380509037,0.385002232,0.471741486,0.509394956,0.452508801,0.298352271,0.368969017,0.32801432,0.333657974,0.33015486,0.320381021,0.300186461,0.297436982,0.374221122,0.385505545,0.351257712,0.10824748,0.100883928,0.066120008,0.071474978,0.318738574,0.335307068,0.037398905,0.034407453,0.317751455,0.305459929,0.031239714,0.328171939,0.468546277,0.154084507,0.122309639
201,discourse-connective,discourse,discourse connective,sentence pair classification,1,discourse-connective,0.143699333,0.139932017,0.136898488,0.120613307,0.141325238,0.149678844,0.021629154,0.022736857,0.138131559,0.137185389,0.097899398,0.074273112,0.143329251,0.150416952,0.021629154,0.022571979,0.127373832,0.13241193,0.148905966,0.14888148,0.10193654,0.134390458,0.088481356,0.076240088,0.146128026,0.103909081,0.117292637,0.118974681,0.134256983,0.149858195,0.14625302,0.126647566,0.147698697,0.157672033,0.169996774,0.161521557,0.150106549,0.157753426,0.147168508,0.148908734,0.139468211,0.126533568,0.171394292,0.159549612,0.155534983,0.150952336,0.166662651,0.156891027,0.142021108,0.108215949,0.154928052,0.14858405,0.1093936,0.169758093,0.132504052,0.085532877,0.06805657
154,drt-arg-correspondence,discourse,discourse representation theory,token(s) pair classification,1,drt-arg-correspondence,0.76298511,0.762864375,0.764230204,0.755026364,0.774661016,0.771508944,0.333333343,0.333333343,0.762995899,0.76558845,0.745997047,0.734594965,0.771393836,0.769979703,0.333333343,0.333333343,0.798891795,0.799830174,0.75465945,0.826916838,0.795439756,0.807561612,0.804276633,0.804712915,0.833231759,0.80694021,0.808246386,0.792365849,0.813139284,0.825182867,0.839377689,0.730034542,0.794911528,0.780557454,0.775874841,0.790642715,0.776504326,0.76691469,0.750907886,0.733826029,0.74044292,0.788775337,0.747239268,0.744771624,0.752018762,0.754016185,0.777102554,0.778026366,0.735992253,0.734994507,0.750268161,0.778965843,0.733377588,0.77228471,0.80289346,0.499892855,0.500432634
212,drt-arg-order,discourse,discourse representation theory,sentence pair classification,1,drt-arg-order,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485588789,0.485357171,0.485522604
192,drt-arg-rel,discourse,discourse representation theory,token(s) pair classification,1,drt-arg-rel,0.292103475,0.271490479,0.27654143,0.246101668,0.298310256,0.29924286,0.084894118,0.085138058,0.23542878,0.246487799,0.224082926,0.203901035,0.259258592,0.300047958,0.084963815,0.085033512,0.216263628,0.240647757,0.254186839,0.327898604,0.228248638,0.310146838,0.233153886,0.226484704,0.327629501,0.230614522,0.236411446,0.226240125,0.305956417,0.310111064,0.244794646,0.218607041,0.306462222,0.28073706,0.286209378,0.284456909,0.263190949,0.266910547,0.272653639,0.230772755,0.222228184,0.222655561,0.242552379,0.245782632,0.213139272,0.214138758,0.296715647,0.286123359,0.213766804,0.200934958,0.28900283,0.293516403,0.192116225,0.296355623,0.266470033,0.171605521,0.181718108
6,drt-distance,discourse,discourse representation theory,token(s) pair classification,1,drt-distance,0.144898146,0.139772023,0.317794731,0.211139202,0.121003918,0.064545536,0.034553978,0.039434502,0.140141946,0.141897564,0.069048581,0.054219548,0.116259189,0.063650125,0.077689259,0.039996155,0.299355894,0.414650416,0.367506355,0.579341412,0.649251378,0.633705413,0.604933393,0.635419822,0.641315329,0.654511631,0.582360089,0.716888527,0.659488297,0.635076642,0.625349426,0.13791512,0.246911636,0.239837559,0.212742604,0.073312353,0.061703373,0.049802824,0.135034831,0.259993693,0.321913195,0.605203176,0.13913979,0.093521933,0.14006652,0.109155931,0.221897448,0.04454385,0.11919224,0.080300938,0.087297782,0.244599822,0.078523961,0.139417723,0.635402751,0.008078523,0.030849022
100,drt-explicit-class,discourse,discourse representation theory,token(s) pair classification,1,drt-explicit-class,0.263030407,0.238557276,0.234648892,0.207364675,0.203402415,0.206997615,0.016631637,0.013737748,0.235363939,0.216419792,0.236762321,0.089872724,0.212743163,0.198163742,0.015184692,0.01424165,0.488365287,0.440662247,0.497413945,0.482429802,0.426010555,0.472920918,0.485600239,0.411834872,0.453068799,0.308734518,0.4484631,0.360915476,0.486899841,0.469579685,0.501431435,0.213326377,0.49032141,0.331217784,0.296420866,0.278751272,0.201950136,0.180666503,0.157385507,0.444733524,0.498690248,0.473536646,0.08340448,0.085902514,0.056047229,0.052643851,0.31320619,0.372184134,0.039727343,0.036826483,0.27187742,0.364672863,0.033022199,0.334641355,0.401283371,0.161128545,0.199510539
72,drt-explicit-coarse-class,discourse,discourse representation theory,token(s) pair classification,1,drt-explicit-coarse-class,0.404693604,0.348415148,0.342419356,0.322560126,0.353419721,0.328428781,0.027555526,0.027555526,0.332216579,0.349068612,0.331972754,0.126012126,0.315832311,0.346919477,0.025593598,0.025593598,0.534216601,0.444933015,0.548559964,0.580900764,0.447540504,0.498307347,0.500784826,0.368443286,0.515528756,0.355291027,0.450946373,0.437265581,0.496519268,0.532180464,0.604141891,0.287638563,0.544621265,0.480537581,0.453169256,0.385731059,0.33138411,0.337809086,0.319467938,0.52152797,0.552628428,0.470652673,0.149560875,0.18702451,0.096231779,0.08594306,0.402530921,0.497142106,0.084725218,0.053020782,0.348157948,0.432445949,0.06752255,0.460998166,0.429950684,0.220363387,0.229553869
197,drt-implicit-class,discourse,discourse representation theory,token(s) pair classification,1,drt-implicit-class,0.118739572,0.106484173,0.112924814,0.112238473,0.113847841,0.118435241,0.010656655,0.011213343,0.11671672,0.112932649,0.091292909,0.034266919,0.104763596,0.112227136,0.010522898,0.008942826,0.096177046,0.093795584,0.103454106,0.171063903,0.105282718,0.143855929,0.101906928,0.093580684,0.164062253,0.092964506,0.10166354,0.102853693,0.139608267,0.153265068,0.16484417,0.038503912,0.136237574,0.135687912,0.136330685,0.124754933,0.103269671,0.101815887,0.070159471,0.099418937,0.076665688,0.097505835,0.081235844,0.076395671,0.051796434,0.050923864,0.1243681,0.134984511,0.041576488,0.032146042,0.126064597,0.117024051,0.027221473,0.13167087,0.142586806,0.065359391,0.074573392
193,drt-implicit-coarse-class,discourse,discourse representation theory,token(s) pair classification,1,drt-implicit-coarse-class,0.191238308,0.173013473,0.169005361,0.130789812,0.174056128,0.172491497,0.02485059,0.02418007,0.17427066,0.173772356,0.150289917,0.071542159,0.149796215,0.169321725,0.02418007,0.02485059,0.174069917,0.176791984,0.152898273,0.203778863,0.15326567,0.188278323,0.174297619,0.141923642,0.208367908,0.141850349,0.178881755,0.156365013,0.186647043,0.20888992,0.231418273,0.064487506,0.211361021,0.186321428,0.209534353,0.187829465,0.142878988,0.155365357,0.082951195,0.179118308,0.095648395,0.145603496,0.119254227,0.123507057,0.066152328,0.073927782,0.160035437,0.203620622,0.068605918,0.056086081,0.176412117,0.19103221,0.06204996,0.200606003,0.191125295,0.091281247,0.089561671
172,event_structure-distributive,semantics,event structure,token(s) pair classification,1,event_structure-distributive,0.708606672,0.704919279,0.702572334,0.710239279,0.703562951,0.718599486,0.328440654,0.346105524,0.705876195,0.710031056,0.703500295,0.694730794,0.699684405,0.703758287,0.328440654,0.311543822,0.727322555,0.706822038,0.731341791,0.739944005,0.734179175,0.738682902,0.746022701,0.71934948,0.726295853,0.732801616,0.734530151,0.742794418,0.743254972,0.742258036,0.739727759,0.707290471,0.72072196,0.702509987,0.710809946,0.693609476,0.70299412,0.693300307,0.709314048,0.715433455,0.734302092,0.75131532,0.635201621,0.630927896,0.60915575,0.6195858,0.716273487,0.704409146,0.604536414,0.555985141,0.696204865,0.696537864,0.592123699,0.703573394,0.743185902,0.6975389,0.692172956
