,probing dataset,linguistic subfield,linguistic phenomena,probe type,train portion,probe,EleutherAI/pythia-1b,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b-deduped,EleutherAI/pythia-12b,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b-deduped,albert-base-v2,bert-base-uncased,google/electra-base-discriminator,google/t5-xxl-lm-adapt,gpt2,facebook/bart-base,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-hf,microsoft/deberta-base,microsoft/deberta-v3-base,roberta-base,EleutherAI/pythia-160m,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-70m,EleutherAI/pythia-70m-deduped,google/flan-t5-xxl,google/flan-t5-large,google/flan-t5-xl,google/flan-t5-base,google/flan-t5-small,google/flan-ul2,google/t5-small-lm-adapt,google/t5-base-lm-adapt,google/t5-large-lm-adapt,google/t5-xl-lm-adapt,google/ul2,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,allenai/tulu-2-dpo-13b,allenai/tulu-2-13b,allenai/tulu-2-70b,allenai/tulu-2-dpo-70b,microsoft/Orca-2-13b,lmsys/vicuna-13b-v1.5,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-v0.1,databricks/dolly-v2-12b,WizardLM/WizardLM-13B-V1.2,ibm/merlinite-7b,ibm/labradorite-13b,allenai/tk-instruct-11b-def,sentence-transformers/average_word_embeddings_glove.840B.300d,sentence-transformers/average_word_embeddings_glove.6B.300d
105,event_structure-is-dynamic,semantics,event structure,token(s) classification,0.03125,event_structure-is-dynamic,0.489428043,0.487982267,0.490489185,0.496353686,0.479990929,0.4951545,0.492979056,0.493520719,0.485845125,0.449419922,0.489414459,0.494077337,0.47770763,0.451948929,0.439706969,0.453188014,0.453382152,0.476858598,0.491140234,0.492417532,0.482539594,0.483141768,0.429414529,0.354803973,0.354568303,0.354568303,0.354568303,0.459562844,0.368053824,0.373758864,0.371809298,0.376112081,0.440963179,0.394283217,0.373925692,0.362903953,0.371853584,0.448411793,0.487231088,0.492837417,0.487609428,0.483026302,0.489755172,0.488515985,0.484369743,0.487863278,0.488325173,0.488735908,0.476462523,0.482528579,0.48524515,0.43282907,0.485953152,0.485761189,0.456022269,0.500627667,0.384256029,0.447666717,0.417400557
106,event_structure-is-telic,semantics,event structure,token(s) classification,0.03125,event_structure-is-telic,0.49340995,0.49020772,0.487285829,0.480770141,0.479644489,0.478175348,0.477199709,0.489399266,0.476813579,0.465996236,0.488716418,0.485606444,0.472169334,0.469566447,0.466474462,0.465394837,0.467008555,0.486701477,0.506520253,0.503314608,0.466473222,0.467914504,0.46834833,0.465996236,0.465996236,0.465996236,0.465996236,0.471418917,0.467237592,0.465868795,0.465996236,0.465959823,0.465595281,0.472079128,0.466453761,0.467063594,0.465212333,0.465996236,0.488423604,0.476990825,0.469234842,0.469983137,0.489915895,0.508934426,0.481136835,0.480657041,0.500692827,0.501901972,0.481260747,0.468195993,0.465978032,0.465941626,0.491907191,0.493789327,0.469615519,0.489405936,0.470298976,0.492595226,0.492710787
107,factuality,semantics,factuality,token(s) pair classification,0.03125,factuality,0.472581095,0.455563611,0.396451265,0.345348924,0.381364822,0.44223913,0.433998251,0.352018398,0.332500631,0.298963362,0.387618458,0.41288262,0.276864529,0.471883172,0.277215314,0.35518288,0.277533501,0.454114956,0.465199965,0.47323547,0.402969712,0.277054203,0.286663735,0.276953518,0.276953518,0.276953518,0.276953518,0.418339974,0.277314764,0.349851614,0.282390952,0.28748219,0.383381426,0.295045263,0.279737467,0.284700978,0.277014798,0.334619278,0.443297726,0.396262872,0.411086559,0.405607861,0.374777448,0.380592269,0.33801651,0.333219713,0.4565418,0.461734426,0.325480747,0.315946651,0.35993793,0.277664602,0.43238464,0.356123644,0.316642028,0.455441606,0.291965741,0.298866367,0.304702586
108,flesch,syntax,readability,sentence classification,0.03125,flesch,0.136629137,0.207557786,-0.085285338,0.225260719,0.167706293,0.206402141,-0.02752155,0.186609939,0.312542755,0.134777916,0.113475242,0.237032144,0.143035316,0.152320503,0.086281623,0.135657125,0.193898906,0.243461627,0.181143207,0.205873886,0.168638866,0.221813154,0.104914242,0.182799958,0.149892697,0.125792767,0.16480845,0.042123799,0.098482877,0.052193412,0.082143614,0.210433552,0.040518382,0.109868467,0.058916838,0.076332859,0.244033521,0.098532938,0.164729537,0.256271145,0.137549076,0.214948282,0.212281723,0.163343749,0.201978499,0.203124826,0.165649706,0.248456003,0.138626653,0.081549762,0.094065677,0.118661056,0.134535976,0.117791752,0.147296907,0.243146864,0.045040616,0.24972336,0.180899698
110,fuse-negation-span-classify,reasoning,negation,token(s) classification,0.03125,fuse-negation-span-classify,0.889370096,0.734443837,0.805263764,0.871255589,0.800639015,0.79705928,0.782687467,0.853356516,0.559979719,0.478977197,0.872422493,0.876169252,0.950684643,0.501138645,0.508310616,0.548035002,0.474362385,0.910071838,0.910592484,0.904207695,0.932278574,0.923150969,0.513105422,0.474576265,0.474576265,0.474576265,0.474576265,0.52434743,0.575933719,0.615250719,0.611809927,0.640948296,0.592733669,0.654877919,0.571613371,0.578077066,0.618429518,0.607628,0.895675838,0.864071584,0.875526631,0.645526046,0.481088501,0.517581761,0.504516977,0.522368217,0.898376024,0.899670827,0.485258192,0.48731671,0.471037489,0.473242116,0.856174076,0.891303778,0.483839661,0.874689996,0.586557543,0.842447007,0.833459532
111,fuse-negation-span-correspondence,reasoning,negation,token(s) pair classification,0.03125,fuse-negation-span-correspondence,0.468258888,0.419617176,0.433055693,0.457127523,0.449760687,0.446095628,0.446478283,0.463290191,0.426906687,0.398026973,0.469387019,0.423616165,0.456030363,0.451370609,0.438165694,0.43095386,0.338408756,0.482493001,0.446992463,0.417146099,0.423603958,0.436359888,0.428933585,0.309209204,0.364630908,0.36836828,0.38439368,0.417905426,0.447149605,0.479814231,0.461773491,0.454673886,0.44818756,0.426719975,0.439286667,0.437559408,0.455575836,0.405998647,0.420839244,0.399087709,0.410161108,0.434182584,0.45824554,0.43590284,0.455960798,0.461537027,0.428477246,0.408426464,0.439438391,0.447990483,0.436526954,0.453359985,0.457411444,0.447677588,0.397488642,0.423986858,0.465385801,0.431820816,0.457429314
112,fuse-org-negation,reasoning,negation,sentence classification,0.03125,fuse-org-negation,0.6969706,0.753930616,0.558253253,0.616013968,0.678733581,0.733781588,0.691953498,0.628975701,0.557363033,0.486161745,0.677887362,0.739107084,0.741045356,0.688813663,0.433138305,0.430613083,0.430638993,0.769391584,0.756378603,0.751410711,0.748161578,0.664179969,0.431999624,0.430664903,0.430690813,0.430664903,0.430690813,0.430638993,0.430690813,0.430690813,0.431331015,0.445375162,0.430613083,0.469165635,0.431300151,0.471159977,0.430664903,0.430716723,0.747033203,0.71811527,0.674707478,0.664666289,0.749658608,0.747645462,0.717828163,0.720175874,0.74672761,0.750083447,0.682518166,0.495309758,0.611558831,0.542685443,0.742836905,0.749135649,0.677791876,0.739513946,0.432523853,0.475241172,0.482972008
113,gum-rst-edu-count,discourse,rethorical structure theory,token(s) classification,0.03125,gum-rst-edu-count,0.006111408,-0.00456966,0.003206916,0.004914324,-0.018236279,-0.00365451,-0.001173602,0.005832552,0.000938364,-0.001376663,0.010809068,0.011714649,0.022975484,0.011721328,0.015945999,0.046463847,0.014539865,0.005425281,-0.006030473,-0.000206066,0.018144563,-0.005019745,0.028431218,0.009412288,0.005813454,-0.011645156,0.007288979,0.054103599,0.057850919,0.075871176,0.040194152,0.000715388,0.045768982,0.014831394,0.046390145,0.065597972,0.074079928,0.054636461,0.015100892,0.021490976,0.013470318,0.012766538,-0.003755985,0.01649622,0.012387125,0.029263071,-0.003411079,-0.00029512,0.019292902,0.037239518,-0.011905415,0.025592889,0.003284771,0.011354034,0.022800684,0.014228552,0.062030526,-9.48E-05,0.003578199
114,gum-rst-edu-depth,discourse,rethorical structure theory,token(s) classification,0.03125,gum-rst-edu-depth,0.023172385,0.002666003,0.039497992,0.026651222,0.027609726,0.033532269,0.016658634,0.025838896,-0.004245761,0.02018417,0.021806392,0.030024013,0.097503129,0.093882346,0.179190466,0.211307129,0.016226708,0.040881204,0.029803781,0.043459968,0.166736382,0.125894354,0.145027214,-0.02368628,-0.015923976,0.00362249,0.019353796,0.190259954,0.212214461,0.229093555,0.204392704,0.038816513,0.189498413,0.05286694,0.227739698,0.234834257,0.228320074,0.209367362,0.036492442,0.040308645,0.021806253,0.035284641,-0.006268042,-0.000270292,0.027666611,0.028446754,0.030772084,0.01411964,0.008544894,0.007365729,-0.015473011,-0.000602782,0.02738943,0.029420652,-0.002109217,0.026798461,0.220117831,0.00976988,0.018968735
115,gum-rst-edu-distance,discourse,rethorical structure theory,token(s) pair classification,0.03125,gum-rst-edu-distance,0.030664454,0.033332046,0.003184097,0.029049732,0.053828457,0.033768195,0.008504712,0.024144415,-0.002945492,0.048807617,0.049718118,0.034817463,0.065270352,0.063179076,0.054161439,0.182991925,0.034802336,0.058152818,0.055628207,0.044383557,0.037895834,0.040759139,0.126403113,-0.00110614,0.007231962,0.02831719,0.034621041,0.146723667,0.186611956,0.166074422,0.119212848,0.009701805,0.164062202,0.027258885,0.142003736,0.17981202,0.179965413,0.145184909,0.036588734,0.038974165,0.015418744,0.012678467,0.030732921,0.06262728,0.006360154,0.031660364,0.023229251,0.035408571,0.03300208,0.039040874,,,0.022890734,0.02613038,0.018421857,0.02270277,0.109897618,0.073072423,0.060931426
116,gum-rst-edu-relation,discourse,rethorical structure theory,token(s) pair classification,0.03125,gum-rst-edu-relation,0.061576969,0.056181211,0.05327592,0.049400645,0.042179033,0.04866173,0.055088505,0.053453474,0.052769993,0.024574066,0.049376535,0.055448622,0.075569709,0.066847925,0.075661752,0.087000173,0.039724308,0.076809385,0.065440756,0.065465811,0.087298347,0.072854047,0.062194352,0.007998778,0.0063387,0.007354833,0.005848595,0.084155969,0.046254149,0.069898891,0.062595654,0.008397552,0.083926299,0.011388247,0.067125879,0.029631626,0.072468637,0.09035248,0.063899479,0.053646028,0.050552821,0.043622237,0.028266652,0.023993038,0.0605331,0.057286195,0.0670521,0.066238904,0.016890447,0.019376417,,,0.059438597,0.068144181,0.016833164,0.066023254,0.074082378,0.040812048,0.04900108
117,gum-rst-edu-relation-group,discourse,rethorical structure theory,token(s) pair classification,0.03125,gum-rst-edu-relation-group,0.08609243,0.068588074,0.068953417,0.063957424,0.068388857,0.068618602,0.071132271,0.06677065,0.063021591,0.03793583,0.069616063,0.075147727,0.095734285,0.068595649,0.087187831,0.11566465,0.043715909,0.092187561,0.085539521,0.075320646,0.092825805,0.10785483,0.061760277,0.025512662,0.025512662,0.023983378,0.025512662,0.119836029,0.031123172,0.096434,0.062925128,,0.118196791,0.026956873,0.088178204,0.044714709,0.10428734,0.121731392,0.092715642,0.064199577,0.069158788,0.070282114,0.043226574,0.04551502,,,0.081008019,0.089158879,0.044156211,0.037203703,,,0.09038391,0.087186211,0.03644519,0.091725676,0.104779623,0.052500279,0.065639999
118,gum-rst-edu-successively,discourse,rethorical structure theory,token(s) pair classification,0.03125,gum-rst-edu-successively,0.503360307,0.505997133,0.496516424,0.479466593,0.488656944,0.486370349,0.499678874,0.479463911,0.501102638,0.479614788,0.483082831,0.498700464,0.499239218,0.504214263,0.496648878,0.510020983,0.500931025,0.500865632,0.504677755,0.501252961,0.50263592,0.49895519,0.503418785,0.334762567,0.346515393,0.335892916,0.333333343,0.511161017,0.504180419,0.505539477,0.505339754,0.43797071,0.511456501,0.510196728,0.506727767,0.508259928,0.508009052,0.508536541,0.491637135,0.48886376,0.474690676,0.5049196,0.521542072,0.519314444,0.500239134,0.491969162,0.503631812,0.50365181,0.506297123,0.506398416,,,0.500029278,0.504832166,0.503317612,0.509076357,0.510745347,0.503795505,0.503137076
119,gum-rst-edu-type,discourse,rethorical structure theory,token(s) classification,0.03125,gum-rst-edu-type,0.629182363,0.63043015,0.618931818,0.634826815,0.629990935,0.636440504,0.621905184,0.626794147,0.628779054,0.621452451,0.634941697,0.639499378,0.667335701,0.678029692,0.691128767,0.703275228,0.634622741,0.644357419,0.632088518,0.633970642,0.688396537,0.700636601,0.665900147,0.37882297,0.367847949,0.367847949,0.353244793,0.708648717,0.633532596,0.686883402,0.669763005,0.456984657,0.706444359,0.517207938,0.678383934,0.651660049,0.676049006,0.696199536,0.623467314,0.614525342,0.610692585,0.619445789,0.492413807,0.502010959,0.614021885,0.61647613,0.633238184,0.629278445,0.479968178,0.476909924,,,0.616675997,0.634734666,0.45862059,0.628215611,0.703431463,0.542456925,0.546403289
120,metaphor-lcc,semantics,metaphor,token(s) classification,0.03125,metaphor-lcc,0.7708956,0.764261162,0.765839565,0.773046613,0.779839849,0.778891861,0.773213863,0.768112075,0.756999528,0.748244512,0.777553606,0.783318293,0.809727927,0.792549685,0.798018944,0.846029115,0.769025922,0.772210503,0.777577758,0.781128538,0.805178654,0.805576861,0.802508438,0.369556475,0.357352826,0.334158069,0.333333343,0.849971569,0.82502054,0.844089127,0.82091856,0.797158933,0.848301625,0.79612956,0.821353567,0.82056886,0.830935657,0.842937446,0.778975022,0.762151241,0.76372962,0.760933411,0.615842092,0.619552577,0.614229405,0.597627342,0.771729398,0.776582336,0.583673318,0.587092876,0.627516139,0.607071352,0.761462557,0.769082546,0.61362592,0.780541673,0.834545779,0.752127385,0.724795783
121,metaphor-trofi,semantics,metaphor,token(s) classification,0.03125,metaphor-trofi,0.588164961,0.591376007,0.590189576,0.583670509,0.5881374,0.593943048,0.592233992,0.595334331,0.591868484,0.58813324,0.593917692,0.589166427,0.61332823,0.599374127,0.625680494,0.628096509,0.608976436,0.586856389,0.604414511,0.615110934,0.620662761,0.633250749,0.616198277,0.411093628,0.341002256,0.363521516,0.362771714,0.639797711,0.631005907,0.628846121,0.622588253,0.603260708,0.629138505,0.616482663,0.622475445,0.615341878,0.617868948,0.630459893,0.602400219,0.601718104,0.607547104,0.604300797,0.536314547,0.522454536,0.508782005,0.523755419,0.601002491,0.598492777,0.504877919,0.50599243,0.530386984,0.518244314,0.576701128,0.587503767,0.51848886,0.613017368,0.611558592,0.580843472,0.587884295
122,metaphor-vua_pos,semantics,metaphor,token(s) classification,0.03125,metaphor-vua_pos,0.701296043,0.686172783,0.697889578,0.691963077,0.703107607,0.70295639,0.705368125,0.705389667,0.69325,0.685789108,0.703965533,0.702606821,0.729486763,0.71797297,0.70682174,0.73221637,0.69648248,0.684143126,0.689447081,0.705444694,0.7246997,0.711870766,0.71661123,0.334860253,0.422106314,0.333333343,0.389224726,0.751335931,0.730309117,0.741529107,0.728920281,0.715324461,0.75683707,0.717956603,0.731359482,0.723491061,0.72695117,0.738374031,0.686918402,0.692648458,0.662572932,0.682610691,0.546256554,0.548978674,0.528466403,0.537165439,0.694458556,0.696451199,0.542991919,0.532550132,0.543670726,0.552835858,0.671782184,0.682726872,0.540442145,0.701462686,0.724593699,0.641224504,0.611698103
123,metaphor-vua_verb,semantics,metaphor,token(s) classification,0.03125,metaphor-vua_verb,0.663419247,0.65864017,0.656950736,0.653879869,0.661244631,0.667327559,0.661983812,0.656905067,0.650765574,0.638678372,0.661363125,0.658871603,0.672828114,0.665920782,0.668520927,0.687714553,0.585296971,0.640870035,0.636429346,0.64499501,0.678041184,0.676340818,0.654421079,0.369209981,0.383013114,0.353792757,0.3331976,0.686652827,0.682383943,0.682721722,0.681298423,0.667480361,0.683175659,0.658576667,0.674496841,0.658573759,0.675170267,0.672136915,0.639860654,0.632013524,0.634173632,0.638231099,0.57331264,0.5669445,0.574032927,0.575677836,0.644889975,0.644894052,0.55631547,0.557925236,0.585786986,0.582064712,0.645955062,0.634502137,0.581419218,0.650520885,0.679177678,0.597967708,0.577578628
124,ner,semantics,named entity labeling,token(s) classification,0.03125,ner,0.524163043,0.520243144,0.490555322,0.497263509,0.533917701,0.529267561,0.47541073,0.485850066,0.413205856,0.34121536,0.519942451,0.540001941,0.43001332,0.394416764,0.362840033,0.501472896,0.300486547,0.44276554,0.512915933,0.520190513,0.47328096,0.332982016,0.395724469,0.024248543,0.01610809,0.018637606,0.015762945,0.492449236,0.367551917,0.448892695,0.435950667,0.353815258,0.458518255,0.380885822,0.435346282,0.406435001,0.434712392,0.446296602,0.511610162,0.49654476,0.520932639,0.506931156,0.185687381,0.185624996,0.143218899,0.148874813,0.517618966,0.52045325,0.127444853,0.128682633,0.479666799,0.143753749,0.589463627,0.473670638,0.123695646,0.50490849,0.435582322,0.392912316,0.378495371
125,next-sentence-prediction,discourse,next sentence prediction,sentence pair classification,0.03125,next-sentence-prediction,0.428571433,0.42896167,0.428571433,0.428571433,0.428571433,0.430803387,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.930740511,0.428571433,0.428571433,0.428571433,0.428783476,0.428571433,0.498120457,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.951065791,0.428571433,0.428571433,0.428571433,0.428571433,0.928067207,0.428571433,0.428571433,0.428571433,0.428571433,0.94388026,0.428571433,0.440726531,0.428571433,0.43054713,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.429121721,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.432087487,0.432893568
126,olmpics-antonym_synonym_negation,reasoning,antonym negation,sentence classification,0.03125,olmpics-antonym_synonym_negation,0.609062564,0.622576928,0.567762238,0.608891261,0.553632736,0.593115872,0.581045032,0.562130839,0.5137043,0.545550144,0.568264341,0.576939595,0.507387256,0.582987309,0.701881862,0.773002553,0.379091102,0.530916452,0.645520008,0.578865504,0.531309175,0.775511146,0.449197626,0.332266676,0.372698426,0.373549479,0.364785165,0.804305506,0.744735503,0.750713027,0.567527664,0.483713776,0.768862712,0.534511427,0.412790149,0.528767608,0.643054914,0.716307616,0.629683018,0.516356242,0.595456767,0.530046773,0.593038535,0.590398502,0.579176307,0.552564776,0.61300627,0.621550298,0.554434294,0.379606128,0.466122669,0.416447347,0.591873765,0.640671337,0.463516492,0.594098449,0.798065102,0.454711276,0.463277054
127,olmpics-coffee_cats_quantifiers,reasoning,always never,sentence classification,0.03125,olmpics-coffee_cats_quantifiers,0.464203358,0.453041875,0.448668754,0.443739451,0.444444478,0.444444478,0.459391207,0.450346518,0.452532029,0.457930672,0.476541817,0.459718281,0.472105294,0.473229718,0.446302271,0.444444478,0.333333349,0.474497944,0.436113441,0.466484886,0.446674079,0.446170729,0.474071366,0.444444478,0.444444478,0.388888913,0.444444478,0.457202649,0.456885684,0.464954805,0.455166709,0.486082673,0.482506961,0.456008077,0.470482755,0.438360102,0.465056121,0.435219139,0.448198223,0.444444478,0.485665709,0.468773293,0.443880457,0.47430262,0.454687375,0.476736999,0.442735064,0.478174645,0.497254506,0.4567294,0.453626937,0.463663316,0.450393116,0.491112554,0.476384836,0.452144134,0.460437256,0.500451815,0.50166012
128,olmpics-composition_v2,reasoning,encyclopedic composition,sentence classification,0.03125,olmpics-composition_v2,0.435305285,0.452686828,0.436166883,0.420123959,0.491848004,0.452568439,0.415910327,0.437579429,0.419898897,0.436832386,0.441571069,0.441965014,0.409045875,0.446415442,0.419993591,0.431254113,0.406504673,0.451088703,0.440337038,0.428877717,0.44378404,0.464977509,0.425811166,0.415910327,0.419993591,0.357890975,0.38999359,0.450001723,0.442553705,0.451591825,0.423491871,0.403517997,0.426498258,0.470962544,0.445910299,0.452196234,0.402517486,0.43817119,0.445376378,0.438437819,0.427507418,0.414326823,0.45442661,0.43988663,0.453199947,0.470768279,0.442802179,0.449754786,0.406504673,0.444607699,0.456708938,0.448497283,0.407853049,0.443515384,0.436106747,0.451659149,0.440796667,0.493498075,0.469092542
129,olmpics-compositional_comparison,reasoning,multi-hop composition,sentence classification,0.03125,olmpics-compositional_comparison,0.400000006,0.414409947,0.419714296,0.403445959,0.400000006,0.410201961,0.400000006,0.400000006,0.40757888,0.42424866,0.409344268,0.400000006,0.400000006,0.400000006,0.402814668,0.400000006,0.400000006,0.419974202,0.413726407,0.400000006,0.412613642,0.409156179,0.424983346,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.413671309,0.400000006,0.417991143,0.400000006,0.414787155,0.454015476,0.432099843,0.424641788,0.400000006,0.41457727,0.400000006,0.414820063,0.400000006,0.400000006,0.400000006,0.400000006,0.420452274,0.445179826,0.400000006,0.40735178,0.422938943,0.400000006,0.419945323,0.370000005,0.424463356,0.399973661,0.400000006,0.406381959,0.451327473,0.400000006,0.403928578
130,olmpics-conjunction_filt4,reasoning,property conjunction,sentence classification,0.03125,olmpics-conjunction_filt4,0.438817078,0.434276915,0.433372301,0.420164752,0.424722797,0.40503234,0.425564069,0.454353034,0.400000006,0.400000006,0.456207657,0.418262553,0.431889784,0.42377587,0.408801198,0.403068787,0.370000005,0.474141455,0.403068787,0.418548393,0.431331801,0.463546312,0.435422868,0.400000006,0.418982506,0.410153854,0.340000004,0.410064673,0.415843761,0.405732417,0.44698019,0.435688674,0.400000006,0.462284124,0.448758674,0.450373314,0.400000006,0.400000006,0.400000006,0.405732417,0.410153854,0.418113458,0.403068787,0.422051287,0.418548393,0.424280804,0.41832266,0.400000006,0.444866592,0.450811648,0.4253582,0.420000005,0.405732417,0.444018173,0.438623095,0.400000006,0.47354815,0.492931235,0.483156371
131,olmpics-hypernym_conjunction,reasoning,taxonomy conjunction,sentence classification,0.03125,olmpics-hypernym_conjunction,0.476995504,0.472445339,0.46669938,0.481887716,0.456574005,0.522675449,0.469196534,0.44741348,0.455074322,0.436049771,0.447805011,0.4879821,0.400000006,0.446429938,0.400000006,0.400000006,0.400309008,0.470905602,0.448300618,0.451391488,0.457404065,0.503855222,0.402126867,0.400000006,0.400000006,0.400000006,0.400000006,0.464660436,0.400000006,0.400000006,0.400000006,0.400000006,0.407801276,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.470099425,0.453268683,0.448863012,0.449347168,0.457729363,0.447012782,0.467745423,0.498609948,0.457677698,0.443941879,0.400000006,0.400000006,0.400000006,0.413252085,0.430091751,0.447790849,0.400000006,0.445426124,0.400000006,0.480255288,0.480125993
132,olmpics-number_comparison_age_compare_masked,reasoning,age comparison ,sentence classification,0.03125,olmpics-number_comparison_age_compare_masked,0.413586152,0.401167071,0.508813381,0.453790545,0.51959793,0.554271245,0.516799557,0.488103443,0.501482463,0.359668094,0.52751925,0.503990173,0.47359587,0.462764525,0.623383003,0.529806304,0.333333343,0.490528989,0.688781762,0.733333349,0.498189312,0.987986755,0.381014383,0.33672905,0.333333343,0.333333343,0.333333343,1,0.540134346,1,0.356424969,0.412884504,1,0.358247602,0.390631008,0.332438487,0.458088017,0.587407184,0.732500005,0.858126605,0.676779079,0.660942805,0.580377996,0.63593744,0.715268269,0.716801023,0.713143873,0.666067994,0.690469193,0.719233906,0.665257645,0.640944016,0.510442674,0.517578554,0.702149463,0.703949165,0.682129622,0.393452793,0.363318181
133,olmpics-size_comparison,reasoning,object comparision,sentence classification,0.03125,olmpics-size_comparison,0.464400727,0.466923761,0.46160723,0.503375268,0.47221334,0.440438926,0.468489695,0.502165776,0.499149895,0.413287717,0.494543999,0.506626165,0.484762174,0.481119573,0.360934144,0.601571864,0.339711213,0.421231574,0.669976079,0.534457988,0.430288261,0.649146092,0.418988478,0.364007123,0.372815043,0.383235872,0.333333343,0.939181542,0.395569342,0.619884443,0.445974779,0.397554839,0.77967608,0.421762848,0.396018457,0.435269314,0.387217504,0.461903524,0.559439713,0.593384337,0.547094131,0.503103727,0.574795425,0.564976537,0.586574078,0.598622453,0.599501526,0.548692548,0.52005887,0.486243522,0.48681162,0.506558985,0.567127252,0.528163862,0.489729208,0.546732783,0.442720288,0.425484532,0.46061222
134,ordering,discourse,sentence order,token(s) classification,0.03125,ordering,0.798071396,0.754869008,0.815756083,0.821006554,0.670319223,0.684957892,0.733784485,0.77917279,0.812493634,0.802621984,0.656247628,0.754744196,0.90361824,0.870532954,0.807549894,0.924717832,0.796115768,0.917630875,0.784184122,0.743700778,0.766397655,0.743955274,0.923523414,0.59440676,0.626585734,0.581950951,0.316204469,0.928388679,0.89493134,0.921733987,0.910495031,0.878294599,0.933986473,0.885212195,0.900764608,0.88714689,0.91074264,0.904597843,0.717247641,0.664039299,0.772279769,0.651387477,0.713056076,0.73046757,0.669198835,0.66800437,0.841881239,0.740637791,0.433934711,0.435128474,0.516329044,0.434191668,0.566786277,0.796718764,0.436826265,0.770090735,0.908307755,0.157554418,0.152170381
135,passive,semantics,passive,sentence classification,0.03125,passive,0.655408657,0.631178904,0.595311958,0.606546909,0.647841358,0.648994446,0.590926844,0.614966631,0.561881775,0.361618638,0.583411735,0.662775552,0.373829854,0.342626375,0.333392441,0.333333343,0.333309633,0.596333671,0.62585541,0.634815621,0.437009555,0.333333343,0.334650695,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333309633,0.333333343,0.333333343,0.333309633,0.333333343,0.333285916,0.333333343,0.333333343,0.333333343,0.333333343,0.668550158,0.650578213,0.660818875,0.466087008,0.645610642,0.644240737,0.651994665,0.646595645,0.654953694,0.632967961,0.470136935,0.462195724,0.381665027,0.4096412,0.644233251,0.65164355,0.333321488,0.648640025,0.333333343,0.386722153,0.384099883
136,pos,syntax,part-of-speech,token(s) classification,0.03125,pos,0.529281366,0.485266286,0.479583323,0.429673052,0.499843377,0.56327579,0.494039536,0.476542485,0.384736085,0.269753999,0.513454939,0.51226092,0.606436872,0.472162116,0.601745912,0.637225902,0.418916184,0.587849104,0.557494235,0.599879611,0.536469233,0.508177894,0.543495822,0.004179072,0.015379867,0.003892416,0.004296082,0.664931619,0.520406699,0.603728795,0.621776068,0.619656348,0.610402989,0.620455348,0.604016304,0.51589613,0.554146576,0.647767687,0.594836307,0.576918721,0.48808369,0.500142074,0.070270787,0.075308387,0.062300303,0.066856489,0.577325726,0.601416409,0.029337341,0.030572605,0.369233978,0.323785257,0.491488361,0.571343327,0.024667742,0.567134595,0.59005928,0.239695308,0.191375175
137,pred-is-dynamic,semantics,genericity,token(s) classification,0.03125,pred-is-dynamic,0.06465617,0.056253892,0.056573474,0.063394595,0.066126757,0.038767965,0.064142493,0.051344998,0.076266792,0.094409367,0.064471453,0.033649551,0.131314097,0.139339173,0.145796806,0.144062492,0.115199827,0.151193376,0.051203424,0.080651113,0.174686313,0.146596882,0.167327818,0.059610135,0.042321346,0.056170541,0.059755529,0.153390983,0.125895526,0.153446943,0.13888922,0.14514921,0.133601114,0.165555996,0.146943828,0.137089732,0.134895241,0.138782486,0.072680591,0.059580501,0.067857078,0.069504001,0.010794543,-0.004050644,0.021090284,0.011053907,0.052624194,0.060031794,0.021215851,0.022209577,0.022890417,0.020171674,0.063158149,0.062639859,0.008789904,0.069350585,0.135800503,0.00871624,-0.048275626
